  12,func,.home.xxm.Desktop.EMSE.dataset.core.script.translations.frontend.get_arguments,() -> None
  21,func,.home.xxm.Desktop.EMSE.dataset.core.script.translations.frontend.run,() -> None
   9,var,.home.xxm.Desktop.EMSE.dataset.core.script.translations.frontend.FRONTEND_BACKEND_TRANSLATIONS,str
  14,var,.home.xxm.Desktop.EMSE.dataset.core.script.translations.frontend.get_arguments.parser,None
  26,var,.home.xxm.Desktop.EMSE.dataset.core.script.translations.frontend.run.args,None
  31,var,.home.xxm.Desktop.EMSE.dataset.core.script.translations.frontend.run.lang_file,?
  32,var,.home.xxm.Desktop.EMSE.dataset.core.script.translations.frontend.run.translations,?
  34,var,.home.xxm.Desktop.EMSE.dataset.core.script.translations.frontend.run.to_write_translations,dict
  36,var,.home.xxm.Desktop.EMSE.dataset.core.script.translations.frontend.run.domain,?
